country,indicator,date,value,Poblacion Anual
Austria,Daily hospital occupancy,2021-01-01,1858,8932664
Austria,Daily ICU occupancy,2021-01-01,385,8932664
Austria,Daily hospital occupancy,2021-01-02,1858,8932664
Austria,Daily ICU occupancy,2021-01-02,385,8932664
Austria,Daily hospital occupancy,2021-01-03,1864,8932664
Austria,Daily ICU occupancy,2021-01-03,363,8932664
Austria,Daily hospital occupancy,2021-01-04,1953,8932664
Austria,Daily ICU occupancy,2021-01-04,368,8932664
Austria,Daily hospital occupancy,2021-01-05,2033,8932664
Austria,Daily ICU occupancy,2021-01-05,371,8932664
Austria,Daily hospital occupancy,2021-01-06,2022,8932664
Austria,Daily ICU occupancy,2021-01-06,361,8932664
Austria,Daily hospital occupancy,2021-01-07,1981,8932664
Austria,Daily ICU occupancy,2021-01-07,373,8932664
Austria,Daily hospital occupancy,2021-01-08,2000,8932664
Austria,Daily ICU occupancy,2021-01-08,371,8932664
Austria,Daily hospital occupancy,2021-01-09,1957,8932664
Austria,Daily ICU occupancy,2021-01-09,369,8932664
Austria,Daily hospital occupancy,2021-01-10,1874,8932664
Austria,Daily ICU occupancy,2021-01-10,372,8932664
Austria,Daily hospital occupancy,2021-01-11,1918,8932664
Austria,Daily ICU occupancy,2021-01-11,379,8932664
Austria,Daily hospital occupancy,2021-01-12,1923,8932664
Austria,Daily ICU occupancy,2021-01-12,378,8932664
Austria,Daily hospital occupancy,2021-01-13,1825,8932664
Austria,Daily ICU occupancy,2021-01-13,354,8932664
Austria,Daily hospital occupancy,2021-01-14,1725,8932664
Austria,Daily ICU occupancy,2021-01-14,361,8932664
Austria,Daily hospital occupancy,2021-01-15,1705,8932664
Austria,Daily ICU occupancy,2021-01-15,337,8932664
Austria,Daily hospital occupancy,2021-01-16,1668,8932664
Austria,Daily ICU occupancy,2021-01-16,342,8932664
Austria,Daily hospital occupancy,2021-01-17,1635,8932664
Austria,Daily ICU occupancy,2021-01-17,328,8932664
Austria,Daily hospital occupancy,2021-01-18,1673,8932664
Austria,Daily ICU occupancy,2021-01-18,334,8932664
Austria,Daily hospital occupancy,2021-01-19,1729,8932664
Austria,Daily ICU occupancy,2021-01-19,332,8932664
Austria,Daily hospital occupancy,2021-01-20,1683,8932664
Austria,Daily ICU occupancy,2021-01-20,323,8932664
Austria,Daily hospital occupancy,2021-01-21,1606,8932664
Austria,Daily ICU occupancy,2021-01-21,340,8932664
Austria,Daily hospital occupancy,2021-01-22,1586,8932664
Austria,Daily ICU occupancy,2021-01-22,331,8932664
Austria,Daily hospital occupancy,2021-01-23,1525,8932664
Austria,Daily ICU occupancy,2021-01-23,323,8932664
Austria,Daily hospital occupancy,2021-01-24,1518,8932664
Austria,Daily ICU occupancy,2021-01-24,323,8932664
Austria,Daily hospital occupancy,2021-01-25,1548,8932664
Austria,Daily ICU occupancy,2021-01-25,321,8932664
Austria,Daily hospital occupancy,2021-01-26,1583,8932664
Austria,Daily ICU occupancy,2021-01-26,313,8932664
Austria,Daily hospital occupancy,2021-01-27,1526,8932664
Austria,Daily ICU occupancy,2021-01-27,304,8932664
Austria,Daily hospital occupancy,2021-01-28,1478,8932664
Austria,Daily ICU occupancy,2021-01-28,304,8932664
Austria,Daily hospital occupancy,2021-01-29,1428,8932664
Austria,Daily ICU occupancy,2021-01-29,295,8932664
Austria,Daily hospital occupancy,2021-01-30,1385,8932664
Austria,Daily ICU occupancy,2021-01-30,297,8932664
Austria,Daily hospital occupancy,2021-01-31,1387,8932664
Austria,Daily ICU occupancy,2021-01-31,297,8932664
Belgium,Daily hospital occupancy,2021-01-01,2081,11554767
Belgium,Daily ICU occupancy,2021-01-01,489,11554767
Belgium,Daily hospital occupancy,2021-01-02,2122,11554767
Belgium,Daily ICU occupancy,2021-01-02,481,11554767
Belgium,Daily hospital occupancy,2021-01-03,2185,11554767
Belgium,Daily ICU occupancy,2021-01-03,468,11554767
Belgium,Weekly new hospital admissions per 100k,2021-01-03,57236525445483,11554767
Belgium,Daily hospital occupancy,2021-01-04,2226,11554767
Belgium,Daily ICU occupancy,2021-01-04,464,11554767
Belgium,Daily hospital occupancy,2021-01-05,2130,11554767
Belgium,Daily ICU occupancy,2021-01-05,430,11554767
Belgium,Daily hospital occupancy,2021-01-06,2076,11554767
Belgium,Daily ICU occupancy,2021-01-06,404,11554767
Belgium,Daily hospital occupancy,2021-01-07,2018,11554767
Belgium,Daily ICU occupancy,2021-01-07,381,11554767
Belgium,Daily hospital occupancy,2021-01-08,1996,11554767
Belgium,Daily ICU occupancy,2021-01-08,377,11554767
Belgium,Daily hospital occupancy,2021-01-09,1927,11554767
Belgium,Daily ICU occupancy,2021-01-09,379,11554767
Belgium,Daily hospital occupancy,2021-01-10,1955,11554767
Belgium,Daily ICU occupancy,2021-01-10,371,11554767
Belgium,Weekly new hospital admissions per 100k,2021-01-10,798025875924182,11554767
Belgium,Daily hospital occupancy,2021-01-11,2020,11554767
Belgium,Daily ICU occupancy,2021-01-11,378,11554767
Belgium,Daily hospital occupancy,2021-01-12,1966,11554767
Belgium,Daily ICU occupancy,2021-01-12,356,11554767
Belgium,Daily hospital occupancy,2021-01-13,1943,11554767
Belgium,Daily ICU occupancy,2021-01-13,360,11554767
Belgium,Daily hospital occupancy,2021-01-14,1915,11554767
Belgium,Daily ICU occupancy,2021-01-14,346,11554767
Belgium,Daily hospital occupancy,2021-01-15,1883,11554767
Belgium,Daily ICU occupancy,2021-01-15,345,11554767
Belgium,Daily hospital occupancy,2021-01-16,1828,11554767
Belgium,Daily ICU occupancy,2021-01-16,352,11554767
Belgium,Daily hospital occupancy,2021-01-17,1892,11554767
Belgium,Daily ICU occupancy,2021-01-17,367,11554767
Belgium,Weekly new hospital admissions per 100k,2021-01-17,726264069096764,11554767
Belgium,Daily hospital occupancy,2021-01-18,1974,11554767
Belgium,Daily ICU occupancy,2021-01-18,369,11554767
Belgium,Daily hospital occupancy,2021-01-19,1960,11554767
Belgium,Daily ICU occupancy,2021-01-19,361,11554767
Belgium,Daily hospital occupancy,2021-01-20,1938,11554767
Belgium,Daily ICU occupancy,2021-01-20,337,11554767
Belgium,Daily hospital occupancy,2021-01-21,1941,11554767
Belgium,Daily ICU occupancy,2021-01-21,338,11554767
Belgium,Daily hospital occupancy,2021-01-22,1923,11554767
Belgium,Daily ICU occupancy,2021-01-22,338,11554767
Belgium,Daily hospital occupancy,2021-01-23,1888,11554767
Belgium,Daily ICU occupancy,2021-01-23,327,11554767
Belgium,Daily hospital occupancy,2021-01-24,1923,11554767
Belgium,Daily ICU occupancy,2021-01-24,322,11554767
Belgium,Weekly new hospital admissions per 100k,2021-01-24,856818681517729,11554767
Belgium,Daily hospital occupancy,2021-01-25,1954,11554767
Belgium,Daily ICU occupancy,2021-01-25,325,11554767
Belgium,Daily hospital occupancy,2021-01-26,1928,11554767
Belgium,Daily ICU occupancy,2021-01-26,322,11554767
Belgium,Daily hospital occupancy,2021-01-27,1850,11554767
Belgium,Daily ICU occupancy,2021-01-27,313,11554767
Belgium,Daily hospital occupancy,2021-01-28,1819,11554767
Belgium,Daily ICU occupancy,2021-01-28,323,11554767
Belgium,Daily hospital occupancy,2021-01-29,1810,11554767
Belgium,Daily ICU occupancy,2021-01-29,315,11554767
Belgium,Daily hospital occupancy,2021-01-30,1760,11554767
Belgium,Daily ICU occupancy,2021-01-30,315,11554767
Belgium,Daily hospital occupancy,2021-01-31,1788,11554767
Belgium,Daily ICU occupancy,2021-01-31,315,11554767
Belgium,Weekly new hospital admissions per 100k,2021-01-31,723670268849989,11554767
Bulgaria,Daily hospital occupancy,2021-01-01,4756,6916548
Bulgaria,Daily ICU occupancy,2021-01-01,464,6916548
Bulgaria,Daily hospital occupancy,2021-01-02,4747,6916548
Bulgaria,Daily ICU occupancy,2021-01-02,462,6916548
Bulgaria,Daily hospital occupancy,2021-01-03,4786,6916548
Bulgaria,Daily ICU occupancy,2021-01-03,458,6916548
Bulgaria,Daily hospital occupancy,2021-01-04,4689,6916548
Bulgaria,Daily ICU occupancy,2021-01-04,453,6916548
Bulgaria,Daily hospital occupancy,2021-01-05,4405,6916548
Bulgaria,Daily ICU occupancy,2021-01-05,411,6916548
Bulgaria,Daily hospital occupancy,2021-01-06,4286,6916548
Bulgaria,Daily ICU occupancy,2021-01-06,393,6916548
Bulgaria,Daily hospital occupancy,2021-01-07,4262,6916548
Bulgaria,Daily ICU occupancy,2021-01-07,379,6916548
Bulgaria,Daily hospital occupancy,2021-01-08,4250,6916548
Bulgaria,Daily ICU occupancy,2021-01-08,377,6916548
Bulgaria,Daily hospital occupancy,2021-01-09,4186,6916548
Bulgaria,Daily ICU occupancy,2021-01-09,380,6916548
Bulgaria,Daily hospital occupancy,2021-01-10,4190,6916548
Bulgaria,Daily ICU occupancy,2021-01-10,380,6916548
Bulgaria,Daily hospital occupancy,2021-01-11,4205,6916548
Bulgaria,Daily ICU occupancy,2021-01-11,380,6916548
Bulgaria,Daily hospital occupancy,2021-01-12,4046,6916548
Bulgaria,Daily ICU occupancy,2021-01-12,375,6916548
Bulgaria,Daily hospital occupancy,2021-01-13,3945,6916548
Bulgaria,Daily ICU occupancy,2021-01-13,367,6916548
Bulgaria,Daily hospital occupancy,2021-01-14,3681,6916548
Bulgaria,Daily ICU occupancy,2021-01-14,348,6916548
Bulgaria,Daily hospital occupancy,2021-01-15,3631,6916548
Bulgaria,Daily ICU occupancy,2021-01-15,343,6916548
Bulgaria,Daily hospital occupancy,2021-01-16,3500,6916548
Bulgaria,Daily ICU occupancy,2021-01-16,343,6916548
Bulgaria,Daily hospital occupancy,2021-01-17,3485,6916548
Bulgaria,Daily ICU occupancy,2021-01-17,340,6916548
Bulgaria,Daily hospital occupancy,2021-01-18,3485,6916548
Bulgaria,Daily ICU occupancy,2021-01-18,341,6916548
Bulgaria,Daily hospital occupancy,2021-01-19,3312,6916548
Bulgaria,Daily ICU occupancy,2021-01-19,329,6916548
Bulgaria,Daily hospital occupancy,2021-01-20,3223,6916548
Bulgaria,Daily ICU occupancy,2021-01-20,318,6916548
Bulgaria,Daily hospital occupancy,2021-01-21,3220,6916548
Bulgaria,Daily ICU occupancy,2021-01-21,327,6916548
Bulgaria,Daily hospital occupancy,2021-01-22,3045,6916548
Bulgaria,Daily ICU occupancy,2021-01-22,297,6916548
Bulgaria,Daily hospital occupancy,2021-01-23,2844,6916548
Bulgaria,Daily ICU occupancy,2021-01-23,284,6916548
Bulgaria,Daily hospital occupancy,2021-01-24,2857,6916548
Bulgaria,Daily ICU occupancy,2021-01-24,281,6916548
Bulgaria,Daily hospital occupancy,2021-01-25,2874,6916548
Bulgaria,Daily ICU occupancy,2021-01-25,283,6916548
Bulgaria,Daily hospital occupancy,2021-01-26,2822,6916548
Bulgaria,Daily ICU occupancy,2021-01-26,279,6916548
Bulgaria,Daily hospital occupancy,2021-01-27,2818,6916548
Bulgaria,Daily ICU occupancy,2021-01-27,281,6916548
Bulgaria,Daily hospital occupancy,2021-01-28,2865,6916548
Bulgaria,Daily ICU occupancy,2021-01-28,265,6916548
Bulgaria,Daily hospital occupancy,2021-01-29,2877,6916548
Bulgaria,Daily ICU occupancy,2021-01-29,257,6916548
Bulgaria,Daily hospital occupancy,2021-01-30,2848,6916548
Bulgaria,Daily ICU occupancy,2021-01-30,261,6916548
Bulgaria,Daily hospital occupancy,2021-01-31,2866,6916548
Bulgaria,Daily ICU occupancy,2021-01-31,263,6916548
Croatia,Daily hospital occupancy,2021-01-01,2478,4036355
Croatia,Daily hospital occupancy,2021-01-02,2437,4036355
Croatia,Daily hospital occupancy,2021-01-03,2453,4036355
Croatia,Weekly new hospital admissions per 100k,2021-01-03,376577382316471,4036355
Croatia,Daily hospital occupancy,2021-01-04,2453,4036355
Croatia,Daily hospital occupancy,2021-01-05,2390,4036355
Croatia,Daily hospital occupancy,2021-01-06,2264,4036355
Croatia,Daily hospital occupancy,2021-01-07,2284,4036355
Croatia,Daily hospital occupancy,2021-01-08,2251,4036355
Croatia,Daily hospital occupancy,2021-01-09,2084,4036355
Croatia,Daily hospital occupancy,2021-01-10,2131,4036355
Croatia,Weekly new hospital admissions per 100k,2021-01-10,29804117824126,4036355
Croatia,Daily hospital occupancy,2021-01-11,2140,4036355
Croatia,Daily hospital occupancy,2021-01-12,2048,4036355
Croatia,Daily hospital occupancy,2021-01-13,1993,4036355
Croatia,Daily hospital occupancy,2021-01-14,1921,4036355
Croatia,Daily hospital occupancy,2021-01-15,1855,4036355
Croatia,Daily hospital occupancy,2021-01-16,1760,4036355
Croatia,Daily hospital occupancy,2021-01-17,1761,4036355
Croatia,Weekly new hospital admissions per 100k,2021-01-17,24081132606027,4036355
Croatia,Daily hospital occupancy,2021-01-18,1742,4036355
Croatia,Daily hospital occupancy,2021-01-19,1713,4036355
Croatia,Daily hospital occupancy,2021-01-20,1603,4036355
Croatia,Daily hospital occupancy,2021-01-21,1562,4036355
Croatia,Daily hospital occupancy,2021-01-22,1518,4036355
Croatia,Daily hospital occupancy,2021-01-23,1468,4036355
Croatia,Daily hospital occupancy,2021-01-24,1474,4036355
Croatia,Weekly new hospital admissions per 100k,2021-01-24,203153587828623,4036355
Croatia,Daily hospital occupancy,2021-01-25,1485,4036355
Croatia,Daily hospital occupancy,2021-01-26,1491,4036355
Croatia,Daily hospital occupancy,2021-01-27,1381,4036355
Croatia,Daily hospital occupancy,2021-01-28,1326,4036355
Croatia,Daily hospital occupancy,2021-01-29,1286,4036355
Croatia,Daily hospital occupancy,2021-01-30,1249,4036355
Croatia,Daily hospital occupancy,2021-01-31,1275,4036355
Croatia,Weekly new hospital admissions per 100k,2021-01-31,177140018655445,4036355
Cyprus,Daily hospital occupancy,2021-01-01,168,896007
Cyprus,Daily ICU occupancy,2021-01-01,28,896007
Cyprus,Daily hospital occupancy,2021-01-02,180,896007
Cyprus,Daily ICU occupancy,2021-01-02,30,896007
Cyprus,Daily hospital occupancy,2021-01-03,182,896007
Cyprus,Daily ICU occupancy,2021-01-03,28,896007
Cyprus,Weekly new hospital admissions per 100k,2021-01-03,138391775957108,896007
Cyprus,Weekly new ICU admissions per 100k,2021-01-03,133927525119781,896007
Cyprus,Daily hospital occupancy,2021-01-04,180,896007
Cyprus,Daily ICU occupancy,2021-01-04,30,896007
Cyprus,Daily hospital occupancy,2021-01-05,179,896007
Cyprus,Daily ICU occupancy,2021-01-05,31,896007
Cyprus,Daily hospital occupancy,2021-01-06,187,896007
Cyprus,Daily ICU occupancy,2021-01-06,31,896007
Cyprus,Daily hospital occupancy,2021-01-07,196,896007
Cyprus,Daily ICU occupancy,2021-01-07,32,896007
Cyprus,Daily hospital occupancy,2021-01-08,198,896007
Cyprus,Daily ICU occupancy,2021-01-08,34,896007
Cyprus,Daily hospital occupancy,2021-01-09,209,896007
Cyprus,Daily ICU occupancy,2021-01-09,35,896007
Cyprus,Daily hospital occupancy,2021-01-10,208,896007
Cyprus,Daily ICU occupancy,2021-01-10,36,896007
Cyprus,Weekly new hospital admissions per 100k,2021-01-10,152900591178417,896007
Cyprus,Weekly new ICU admissions per 100k,2021-01-10,245533796052933,896007
Cyprus,Daily hospital occupancy,2021-01-11,205,896007
Cyprus,Daily ICU occupancy,2021-01-11,35,896007
Cyprus,Daily hospital occupancy,2021-01-12,197,896007
Cyprus,Daily ICU occupancy,2021-01-12,38,896007
Cyprus,Daily hospital occupancy,2021-01-13,198,896007
Cyprus,Daily ICU occupancy,2021-01-13,36,896007
Cyprus,Daily hospital occupancy,2021-01-14,202,896007
Cyprus,Daily ICU occupancy,2021-01-14,37,896007
Cyprus,Daily hospital occupancy,2021-01-15,200,896007
Cyprus,Daily ICU occupancy,2021-01-15,36,896007
Cyprus,Daily hospital occupancy,2021-01-16,193,896007
Cyprus,Daily ICU occupancy,2021-01-16,37,896007
Cyprus,Daily hospital occupancy,2021-01-17,208,896007
Cyprus,Daily ICU occupancy,2021-01-17,39,896007
Cyprus,Weekly new hospital admissions per 100k,2021-01-17,130579336991787,896007
Cyprus,Weekly new ICU admissions per 100k,2021-01-17,301336931519508,896007
Cyprus,Daily hospital occupancy,2021-01-18,199,896007
Cyprus,Daily ICU occupancy,2021-01-18,38,896007
Cyprus,Daily hospital occupancy,2021-01-19,194,896007
Cyprus,Daily ICU occupancy,2021-01-19,38,896007
Cyprus,Daily hospital occupancy,2021-01-20,192,896007
Cyprus,Daily ICU occupancy,2021-01-20,37,896007
Cyprus,Daily hospital occupancy,2021-01-21,184,896007
Cyprus,Daily ICU occupancy,2021-01-21,37,896007
Cyprus,Daily hospital occupancy,2021-01-22,179,896007
Cyprus,Daily ICU occupancy,2021-01-22,35,896007
Cyprus,Daily hospital occupancy,2021-01-23,174,896007
Cyprus,Daily ICU occupancy,2021-01-23,35,896007
Cyprus,Daily hospital occupancy,2021-01-24,173,896007
Cyprus,Daily ICU occupancy,2021-01-24,35,896007
Cyprus,Weekly new hospital admissions per 100k,2021-01-24,106025957386494,896007
Cyprus,Weekly new ICU admissions per 100k,2021-01-24,178570033493042,896007
Cyprus,Daily hospital occupancy,2021-01-25,164,896007
Cyprus,Daily ICU occupancy,2021-01-25,36,896007
Cyprus,Daily hospital occupancy,2021-01-26,160,896007
Cyprus,Daily ICU occupancy,2021-01-26,35,896007
Cyprus,Daily hospital occupancy,2021-01-27,155,896007
Cyprus,Daily ICU occupancy,2021-01-27,36,896007
Cyprus,Daily hospital occupancy,2021-01-28,153,896007
Cyprus,Daily ICU occupancy,2021-01-28,35,896007
Cyprus,Daily hospital occupancy,2021-01-29,145,896007
Cyprus,Daily ICU occupancy,2021-01-29,35,896007
Cyprus,Daily hospital occupancy,2021-01-30,140,896007
Cyprus,Daily ICU occupancy,2021-01-30,35,896007
Cyprus,Daily hospital occupancy,2021-01-31,140,896007
Cyprus,Daily ICU occupancy,2021-01-31,32,896007
Cyprus,Weekly new hospital admissions per 100k,2021-01-31,781243896532058,896007
Cyprus,Weekly new ICU admissions per 100k,2021-01-31,100445643839836,896007
Czechia,Weekly new hospital admissions per 100k,2020-01-05,0,10693939
Czechia,Weekly new ICU admissions per 100k,2020-01-05,0,10693939
Czechia,Weekly new hospital admissions per 100k,2020-01-12,0,10693939
Czechia,Weekly new ICU admissions per 100k,2020-01-12,0,10693939
Czechia,Weekly new hospital admissions per 100k,2020-01-19,0,10693939
Czechia,Weekly new ICU admissions per 100k,2020-01-19,0,10693939
Czechia,Weekly new hospital admissions per 100k,2020-01-26,0,10693939
Czechia,Weekly new ICU admissions per 100k,2020-01-26,0,10693939
Czechia,Daily hospital occupancy,2021-01-01,5669,10701777
Czechia,Daily ICU occupancy,2021-01-01,896,10701777
Czechia,Daily hospital occupancy,2021-01-02,5973,10701777
Czechia,Daily ICU occupancy,2021-01-02,902,10701777
Czechia,Daily hospital occupancy,2021-01-03,6286,10701777
Czechia,Daily ICU occupancy,2021-01-03,940,10701777
Czechia,Weekly new hospital admissions per 100k,2021-01-03,525707085841912,10701777
Czechia,Weekly new ICU admissions per 100k,2021-01-03,885834193704466,10701777
Czechia,Daily hospital occupancy,2021-01-04,7224,10701777
Czechia,Daily ICU occupancy,2021-01-04,1001,10701777
Czechia,Daily hospital occupancy,2021-01-05,7412,10701777
Czechia,Daily ICU occupancy,2021-01-05,1050,10701777
Czechia,Daily hospital occupancy,2021-01-06,7404,10701777
Czechia,Daily ICU occupancy,2021-01-06,1091,10701777
Czechia,Daily hospital occupancy,2021-01-07,7562,10701777
Czechia,Daily ICU occupancy,2021-01-07,1130,10701777
Czechia,Daily hospital occupancy,2021-01-08,7351,10701777
Czechia,Daily ICU occupancy,2021-01-08,1128,10701777
Czechia,Daily hospital occupancy,2021-01-09,6775,10701777
Czechia,Daily ICU occupancy,2021-01-09,1095,10701777
Czechia,Daily hospital occupancy,2021-01-10,6881,10701777
Czechia,Daily ICU occupancy,2021-01-10,1122,10701777
Czechia,Weekly new hospital admissions per 100k,2021-01-10,584575813904551,10701777
Czechia,Weekly new ICU admissions per 100k,2021-01-10,968063528141168,10701777
Czechia,Daily hospital occupancy,2021-01-11,7427,10701777
Czechia,Daily ICU occupancy,2021-01-11,1171,10701777
Czechia,Daily hospital occupancy,2021-01-12,7484,10701777
Czechia,Daily ICU occupancy,2021-01-12,1159,10701777
Czechia,Daily hospital occupancy,2021-01-13,7313,10701777
Czechia,Daily ICU occupancy,2021-01-13,1148,10701777
Czechia,Daily hospital occupancy,2021-01-14,7237,10701777
Czechia,Daily ICU occupancy,2021-01-14,1152,10701777
Czechia,Daily hospital occupancy,2021-01-15,7153,10701777
Czechia,Daily ICU occupancy,2021-01-15,1151,10701777
Czechia,Daily hospital occupancy,2021-01-16,6533,10701777
Czechia,Daily ICU occupancy,2021-01-16,1143,10701777
Czechia,Daily hospital occupancy,2021-01-17,6506,10701777
Czechia,Daily ICU occupancy,2021-01-17,1127,10701777
Czechia,Weekly new hospital admissions per 100k,2021-01-17,470949824501109,10701777
Czechia,Weekly new ICU admissions per 100k,2021-01-17,906391527313642,10701777
Czechia,Daily hospital occupancy,2021-01-18,6969,10701777
Czechia,Daily ICU occupancy,2021-01-18,1133,10701777
Czechia,Daily hospital occupancy,2021-01-19,6701,10701777
Czechia,Daily ICU occupancy,2021-01-19,1108,10701777
Czechia,Daily hospital occupancy,2021-01-20,6538,10701777
Czechia,Daily ICU occupancy,2021-01-20,1100,10701777
Czechia,Daily hospital occupancy,2021-01-21,6408,10701777
Czechia,Daily ICU occupancy,2021-01-21,1074,10701777
Czechia,Daily hospital occupancy,2021-01-22,6391,10701777
Czechia,Daily ICU occupancy,2021-01-22,1099,10701777
Czechia,Daily hospital occupancy,2021-01-23,5876,10701777
Czechia,Daily ICU occupancy,2021-01-23,1074,10701777
Czechia,Daily hospital occupancy,2021-01-24,5913,10701777
Czechia,Daily ICU occupancy,2021-01-24,1064,10701777
Czechia,Weekly new hospital admissions per 100k,2021-01-24,416753217713283,10701777
Czechia,Weekly new ICU admissions per 100k,2021-01-24,798932737992952,10701777
Czechia,Daily hospital occupancy,2021-01-25,6338,10701777
Czechia,Daily ICU occupancy,2021-01-25,1043,10701777
Czechia,Daily hospital occupancy,2021-01-26,6306,10701777
Czechia,Daily ICU occupancy,2021-01-26,1042,10701777
Czechia,Daily hospital occupancy,2021-01-27,6159,10701777
Czechia,Daily ICU occupancy,2021-01-27,1008,10701777
Czechia,Daily hospital occupancy,2021-01-28,6042,10701777
Czechia,Daily ICU occupancy,2021-01-28,1004,10701777
